UniqueCount	AmbigCount
0	29
0	25
0	29
0	29
0	29
0	28
0	28
0	28
0	28
0	30
0	29
0	29
0	29
0	29
0	28
0	28
0	28
0	28
0	30
0	30
0	30
0	29
0	29
0	29
0	29
0	29
0	22
0	18
0	18
0	17
0	18
0	27
0	27
0	27
0	26
0	26
0	28
0	27
0	27
0	27
0	27
0	26
0	26
0	26
0	28
0	28
0	28
0	27
0	27
0	27
0	27
0	27
0	16
0	16
0	16
0	31
1	31
32	0
0	29
0	31
0	29
0	31
0	28
0	30
0	27
0	29
0	27
0	29
0	12
0	25
0	23
0	25
0	23
0	21
0	21
0	29
0	29
0	30
0	28
0	30
0	28
0	27
0	29
0	27
0	27
0	11
0	24
0	54
0	50
0	50
0	50
0	54
0	54
0	54
0	54
0	55
0	55
0	54
0	55
0	55
0	55
0	54
0	54
0	54
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	54
0	54
0	54
1	54
0	52
0	52
0	54
0	54
0	54
0	54
0	7
0	52
0	52
0	52
0	50
0	52
0	52
0	51
0	7
0	49
0	31
1	29
0	31
0	56
0	58
0	56
0	56
0	58
0	56
0	56
0	58
0	60
0	58
0	58
0	60
0	58
0	64
0	62
0	58
0	58
0	56
0	56
0	56
0	64
0	58
0	56
0	62
0	62
0	62
0	16
0	16
0	62
0	62
0	62
0	62
0	62
0	62
0	45
0	46
0	49
0	48
0	50
0	45
0	50
0	45
0	46
0	19
0	14
0	46
0	45
0	49
0	46
0	48
0	44
0	49
0	49
0	51
0	52
0	49
0	50
0	50
0	49
0	49
0	42
0	47
0	45
0	45
0	46
0	43
0	45
0	45
0	36
0	12
0	12
0	17
0	18
0	19
0	17
0	17
0	13
0	15
0	17
0	13
0	9
0	22
0	22
0	22
0	22
0	20
0	22
0	20
0	20
0	22
0	22
0	20
0	11
0	11
0	46
0	21
0	46
0	21
0	11
0	11
0	11
0	11
0	11
0	20
0	11
0	11
0	47
0	21
0	47
0	21
0	11
0	11
0	11
0	11
0	53
0	56
0	56
0	56
0	53
0	47
0	53
0	17
0	11
0	11
0	11
0	46
0	53
0	56
0	56
0	56
0	47
0	17
0	11
0	11
0	11
0	56
0	46
4	86
7	50
0	48
0	46
0	48
0	48
0	25
0	50
0	48
0	48
0	48
0	48
0	50
0	48
0	50
0	48
0	48
0	50
0	48
0	48
1	47
0	48
0	46
0	46
0	25
0	25
0	27
0	27
0	25
0	25
0	25
0	25
0	25
0	23
0	48
0	23
0	46
0	23
0	48
0	46
0	46
0	46
0	46
0	48
0	46
0	48
0	46
0	23
0	23
0	25
0	25
0	23
0	23
0	23
0	23
0	23
0	46
0	39
0	53
0	53
0	53
0	53
0	53
0	54
0	53
0	53
0	53
0	53
0	53
0	53
0	55
0	55
0	53
0	50
0	53
0	50
0	55
0	52
0	55
0	52
0	55
0	57
0	57
0	54
0	53
0	53
0	55
0	54
0	53
0	57
0	51
0	39
0	39
0	41
0	29
0	55
0	53
0	53
0	43
0	43
0	43
0	53
0	53
0	53
0	53
0	53
0	54
0	53
0	53
0	53
0	53
0	53
0	53
0	55
0	55
0	50
0	53
0	50
0	55
0	52
0	55
0	52
0	55
0	57
0	57
0	54
0	53
0	53
0	55
0	54
0	53
0	57
0	53
0	53
0	43
0	43
0	43
0	90
0	88
0	82
0	68
0	26
0	26
0	26
0	26
0	83
0	75
0	61
0	26
0	26
0	26
0	26
1	80
0	83
0	81
0	31
0	22
1	33
0	31
0	22
0	22
3	26
0	51
0	6
0	51
1	53
0	53
0	51
0	49
0	51
0	49
0	6
0	34
0	36
0	36
0	41
0	36
0	36
0	41
0	41
0	36
0	36
0	41
0	41
0	39
0	6
0	6
0	6
0	6
0	6
2	49
0	41
0	36
0	36
0	36
0	41
0	36
0	36
0	36
0	41
0	36
0	36
0	41
0	36
0	36
0	36
0	41
0	41
0	36
0	41
0	41
0	6
0	6
0	6
0	33
0	33
0	46
0	46
0	46
0	45
0	45
0	45
0	45
0	39
0	50
0	48
0	49
0	47
0	47
0	18
0	32
0	32
0	41
0	41
0	48
0	46
0	41
0	41
0	46
0	38
0	59
0	60
0	57
0	58
0	57
0	58
0	56
0	56
0	57
0	56
0	57
0	30
0	31
0	28
0	48
0	46
0	44
0	45
0	45
0	43
0	44
0	43
0	42
0	40
0	40
0	38
0	24
0	53
0	52
0	55
0	40
0	26
0	40
0	42
0	44
0	31
0	31
0	31
0	59
0	60
0	57
0	58
0	57
0	58
0	56
0	56
0	56
0	29
0	44
0	57
0	52
0	54
0	48
0	47
0	52
0	54
0	54
0	51
0	56
0	54
0	39
0	38
0	37
0	36
0	51
0	51
0	56
0	15
0	51
0	56
0	15
0	52
0	56
0	56
0	52
0	51
0	49
0	45
0	49
0	38
0	45
0	45
0	49
0	49
0	37
0	36
0	49
0	49
0	45
0	45
0	32
0	50
0	47
0	51
0	48
0	52
0	47
0	51
0	48
0	52
0	52
0	53
0	57
0	58
0	53
0	57
0	58
0	50
0	50
0	52
0	52
0	56
0	57
0	57
0	51
0	49
0	49
0	52
0	43
0	43
0	43
0	46
0	18
0	59
0	57
0	60
0	60
0	62
0	51
0	55
0	51
0	56
0	56
0	54
0	54
0	46
0	38
0	35
0	15
0	15
0	37
0	37
0	33
0	57
0	48
0	40
0	37
0	55
0	15
0	36
0	36
0	32
0	29
1	31
0	31
