UniqueCount	AmbigCount
0	28
0	24
0	25
0	27
0	26
0	26
0	28
0	28
0	26
0	26
0	27
0	27
0	26
0	28
0	27
0	29
0	27
0	29
0	27
0	29
0	27
0	28
0	30
0	28
0	30
0	30
0	22
0	19
0	21
0	19
0	21
0	27
0	27
0	26
0	27
0	27
0	26
0	26
0	26
0	26
0	28
0	28
0	26
0	28
0	27
0	29
0	27
0	27
0	29
0	27
0	29
0	29
0	19
0	20
0	20
4	26
2	26
32	0
0	26
0	26
0	26
0	26
0	25
0	25
0	24
0	24
0	24
0	24
1	18
0	22
0	20
0	22
0	22
0	14
0	14
0	24
0	24
0	26
0	26
0	26
0	26
0	25
0	25
0	24
0	24
0	18
0	22
0	51
1	48
0	51
0	51
0	51
1	51
0	51
0	51
0	51
0	51
0	51
0	51
0	51
0	51
0	51
0	51
0	51
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	31
0	31
0	31
0	31
0	31
0	31
0	31
0	52
0	54
0	53
0	51
0	50
0	50
0	52
0	51
0	51
1	51
0	8
0	49
0	50
0	49
0	48
0	50
0	49
0	47
0	8
0	45
1	28
3	27
0	28
1	59
0	58
0	58
0	58
0	58
0	58
0	58
0	60
0	60
0	60
0	60
0	60
0	60
0	60
0	60
0	60
0	60
0	58
0	58
0	54
0	60
0	60
0	58
0	58
0	58
0	58
0	9
0	9
0	58
0	58
0	58
0	58
0	58
0	58
0	49
0	54
0	51
0	51
0	51
0	55
0	55
0	50
0	54
0	24
0	18
0	51
0	49
0	52
0	53
0	47
0	48
0	49
0	51
0	53
0	51
0	51
0	51
0	51
0	51
0	51
0	52
0	52
0	50
0	51
0	49
0	49
0	51
0	51
0	32
0	20
0	19
0	21
0	22
0	23
0	21
0	21
0	20
0	22
0	18
0	7
0	8
0	17
0	17
0	15
0	15
0	17
0	17
0	17
0	17
0	15
0	15
0	17
0	10
0	10
0	49
0	31
0	49
0	31
0	10
0	10
0	10
0	10
0	10
0	17
0	10
0	10
0	44
0	26
0	44
0	26
0	10
0	10
0	10
0	10
0	52
0	42
0	54
0	55
0	53
0	50
0	41
0	27
0	30
0	25
0	25
0	34
0	51
0	41
0	53
0	54
0	49
0	27
0	30
0	25
0	25
0	53
0	33
12	75
5	50
0	59
0	59
0	59
0	59
0	35
0	57
0	57
0	57
0	53
0	53
0	57
0	57
0	57
0	57
0	57
0	53
0	53
0	53
0	57
0	57
0	57
0	57
0	35
0	35
0	35
0	35
0	35
0	31
0	35
0	35
0	31
0	35
0	57
0	35
0	55
0	33
0	55
0	55
0	55
0	51
0	51
0	55
0	55
0	51
0	51
0	33
0	33
0	33
0	33
0	33
0	29
0	33
0	33
0	29
0	55
0	41
0	60
0	58
0	58
0	58
0	61
0	59
0	59
0	57
0	60
0	58
0	56
0	60
0	60
0	58
0	60
0	58
0	60
0	58
0	60
0	58
0	60
0	58
0	60
0	60
0	60
0	58
0	58
0	58
0	58
0	56
0	56
0	56
0	56
0	41
0	41
0	41
0	35
0	60
0	57
0	57
0	51
0	51
0	44
0	60
0	58
0	58
0	58
0	61
0	59
0	59
0	57
0	60
0	58
0	56
0	60
0	60
0	58
0	58
0	60
0	58
0	60
0	58
0	60
0	58
0	60
0	60
0	60
0	58
0	58
0	58
0	58
0	56
0	56
0	56
0	57
0	57
0	51
0	51
0	44
0	83
0	85
0	79
0	68
0	26
0	26
0	23
0	22
0	82
0	80
0	69
0	22
0	22
0	19
0	18
1	81
0	83
0	79
0	27
0	21
0	24
0	27
0	21
0	21
3	57
0	10
0	54
0	10
0	16
0	16
0	19
0	11
0	10
0	2
0	54
0	49
0	48
0	51
0	49
0	47
0	50
0	45
0	48
0	47
0	50
0	45
0	48
0	40
0	17
0	17
0	17
0	16
0	16
0	52
0	48
0	50
0	50
0	50
0	48
0	51
0	50
0	50
0	49
0	50
0	50
0	48
0	51
0	47
0	50
0	48
0	48
0	48
0	45
0	45
0	17
0	17
0	17
0	26
0	26
0	40
0	40
0	40
0	40
0	40
0	36
0	36
0	34
0	48
0	48
0	48
0	48
0	44
0	22
0	25
0	25
0	36
0	36
0	46
0	46
0	34
0	34
0	44
0	33
0	68
0	67
0	68
0	67
0	68
0	67
0	65
0	65
0	64
0	65
0	64
0	38
0	36
0	34
0	33
0	33
0	33
0	33
0	31
0	30
0	30
0	30
0	24
0	24
0	24
0	24
0	27
0	60
0	58
0	59
0	24
0	25
0	24
0	56
0	55
0	20
0	20
0	20
0	64
0	63
0	64
0	63
0	64
0	63
0	61
0	61
0	61
0	34
0	29
1	57
0	50
0	34
0	33
0	37
0	38
0	32
0	32
1	44
0	41
0	39
0	18
0	17
0	17
0	16
0	41
0	42
0	50
0	12
0	43
0	54
0	12
0	50
0	56
0	48
0	51
1	48
0	44
0	38
0	35
0	41
0	38
0	29
0	45
0	36
0	37
0	31
0	44
0	44
0	38
0	29
0	24
0	51
0	54
0	56
0	53
0	55
0	54
0	56
0	53
0	55
0	52
0	50
0	52
0	51
0	50
0	52
0	51
0	49
0	49
0	52
0	49
0	51
0	50
0	50
0	29
0	29
0	48
0	51
0	30
0	24
0	24
0	27
0	16
0	57
0	55
0	59
0	58
0	58
0	46
0	56
0	46
0	59
0	61
0	57
0	59
0	49
0	33
0	30
0	16
0	15
0	43
0	43
0	41
0	57
0	49
0	33
0	30
0	55
0	16
0	39
0	39
0	37
0	32
0	31
0	32
