UniqueCount	AmbigCount
0	29
0	25
0	29
0	29
0	29
0	28
0	28
0	28
0	28
0	30
0	29
0	29
0	29
0	29
0	28
0	28
0	28
0	28
0	30
0	30
0	30
0	29
0	29
0	29
0	29
0	29
0	22
0	18
0	18
0	17
0	18
0	25
0	25
0	25
0	24
0	24
0	26
0	25
0	25
0	25
0	25
0	24
0	24
0	24
0	26
0	26
0	26
0	25
0	25
0	25
0	25
0	25
0	14
0	14
0	14
0	31
1	31
32	0
0	29
0	31
0	29
0	31
0	28
0	30
0	27
0	29
0	27
0	29
0	12
0	25
0	23
0	25
0	23
0	21
0	21
0	29
0	29
0	30
0	28
0	30
0	28
0	27
0	29
0	27
0	27
0	11
0	24
0	54
0	48
0	48
0	48
0	54
0	54
0	54
0	54
0	55
0	55
0	54
0	55
0	55
0	55
0	54
0	54
0	54
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	29
0	29
0	29
0	29
0	29
0	29
0	29
0	54
0	54
0	54
1	54
0	52
0	52
0	54
0	54
0	54
0	54
0	7
0	52
0	52
0	52
0	50
0	52
0	52
0	51
0	7
0	49
0	31
1	29
0	31
0	28
0	29
0	28
0	28
0	29
0	28
0	28
0	29
0	30
0	29
0	29
0	30
0	29
0	32
0	31
0	29
0	29
0	28
0	28
0	28
0	31
0	28
0	27
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	9
0	9
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	3
0	2
0	3
0	2
0	3
0	2
0	2
0	3
0	2
0	3
0	3
0	4
0	3
0	6
0	6
0	6
0	6
0	6
0	6
0	6
0	6
0	5
0	5
0	5
0	5
0	2
0	1
0	1
0	1
0	5
0	2
0	5
0	0
0	0
0	1
0	1
0	1
0	2
0	3
0	2
0	3
0	2
0	3
0	2
0	2
0	2
0	3
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	28
0	29
0	27
0	28
0	24
0	20
0	18
0	8
0	8
0	19
0	19
0	17
0	29
0	25
0	21
0	19
0	27
0	8
0	18
0	18
0	16
0	29
1	31
0	31
